RID,,Rxn description,Formula,LB,UB,subSystem,Gene Rule,Bibliomic - Intracellular,Biblomic - Exchange,Proteomic,OMIM disease,Drug target,Confidence Score,Reference ID,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PHACCOAGLNAC,Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase,gln_L[c] + phaccoa[c]  -> coa[c] + pheacgln[c] ,0,1000,Phenylalanine metabolism,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
550,PHEACGLNt,PHEACGLN extracellular transport via diffusion,pheacgln[c]  <=> pheacgln[e] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
551,PHEMEt,heme transport,pheme[e]  <=> pheme[c] ,-1000,1000,"Transport, Extracellular",113235,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
552,PHEMEtm,Heme transport to cytosol,pheme[m]  <=> pheme[c] ,-1000,1000,"Transport, Mitochondrial",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
553,PHEt4,L-phenylalanine transport in via sodium symport,na1[e] + phe_L[e]  <=> na1[c] + phe_L[c] ,-1000,1000,"Transport, Extracellular",6541,0,0,1,0,0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,1
554,PHEtec,L-phenylalanine transport via diffusion (extracellular to cytosol),phe_L[e]  <=> phe_L[c] ,-1000,1000,"Transport, Extracellular",124935 or 117247,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
555,PHYCBOXL,L-Phenylalanine carboxy-lyase,phe_L[c] + h[c]  -> peamn[c] + co2[c] ,0,1000,Phenylalanine metabolism,1644,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
556,PIt2m_2,phosphate mitochondrial transport via proton symport,pi[c] + 2 h[c]  <=> pi[m] + 2 h[m] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
557,PIter,"phosphate transport, endoplasmic reticulum",pi[r]  <=> pi[c] ,-1000,1000,"Transport, Endoplasmic Reticular",2544,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
558,PNP,purine-nucleoside phosphorylase,rnam[c] + pi[c]  <=> ncam[c] + r1p[c] + h[c] ,-1000,1000,NAD Metabolism,4860,0,0,1,1,1,4,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,,1
559,PPA,inorganic diphosphatase,h2o[c] + ppi[c]  -> 2 pi[c] + h[c] ,0,1000,Oxidative Phosphorylation,5464,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1
560,PPBNGS,porphobilinogen synthase,2 5aop[c]  -> 2 h2o[c] + ppbng[c] + h[c] ,0,1000,Heme Biosynthesis,210,0,0,1,1,1,4,10,24,2,1,3,18,,,,,,,,,,,,,,,,,,,,,1
561,PPCOACm,"Propionyl-CoA carboxylase, mitochondrial",atp[m] + hco3[m] + ppcoa[m]  -> pi[m] + h[m] + adp[m] + mmcoa_S[m] ,0,1000,"Valine, Leucine, and Isoleucine Metabolism",5096 and 5095,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
562,PPDOx,"Propane-1,2-diol:NAD+ 1-oxidoreductase",lald_D[c] + nadh[c] + h[c]  <=> nad[c] + 12ppd_R[c] ,-1000,1000,Pyruvate Metabolism,8574,0,0,1,0,0,4,0,24,1,3,22,18,5,,,,,,,,,,,,,,,,,,,,1
563,PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",lald_D[c] + h[c] + nadph[c]  -> nadp[c] + 12ppd_R[c] ,0,1000,Pyruvate Metabolism,10327 or 8574 or 231,0,0,1,0,1,4,0,24,1,3,22,18,5,,,,,,,,,,,,,,,,,,,,1
564,PPM,phosphopentomutase,r1p[c]  <=> r5p[c] ,-1000,1000,Pentose Phosphate Pathway,5236,0,0,1,1,0,4,0,24,2,3,21,29,,,,,,,,,,,,,,,,,,,,,1
565,PPPG9tm,protoporphyrinogen IX mitochondrial transport,pppg9[c]  <=> pppg9[m] ,-1000,1000,Heme Biosynthesis,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
566,PPPGOm,"protoporphyrinogen oxidase, mitochondrial",3 o2[m] + 2 pppg9[m]  -> 6 h2o[m] + 2 ppp9[m] ,0,1000,Heme Biosynthesis,5498,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
567,PRAGSr,phosphoribosylglycinamide synthase,pram[c] + atp[c] + gly[c]  <=> pi[c] + gar[c] + h[c] + adp[c] ,-1000,1000,IMP Biosynthesis,2618,0,0,1,0,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1
568,PRAIS,phosphoribosylaminoimidazole synthase,atp[c] + fpram[c]  -> pi[c] + 2 h[c] + adp[c] + air[c] ,0,1000,IMP Biosynthesis,2618,0,0,1,0,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1
569,PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc[c] + atp[c] + asp_L[c]  <=> pi[c] + h[c] + adp[c] + 25aics[c] ,-1000,1000,IMP Biosynthesis,10606,0,0,1,0,0,4,2,21,,,,,,,,,,,,,,,,,,,,,,,,,1
570,PRDX,Peroxidase (multiple substrates),h2o2[c] + meoh[c]  -> fald[c] + 2 h2o[c] ,0,1000,Miscellaneous,8288,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
571,PRFGS,phosphoribosylformylglycinamidine synthase,gln_L[c] + h2o[c] + fgam[c] + atp[c]  -> pi[c] + h[c] + glu_L[c] + adp[c] + fpram[c] ,0,1000,IMP Biosynthesis,5198,0,0,1,0,0,4,24,3,,,,,,,,,,,,,,,,,,,,,,,,,1
572,PROSTGD2t,prostaglandin transport via bicarbonate countertransport,hco3[c] + prostgd2[e]  <=> hco3[e] + prostgd2[c] ,-1000,1000,"Transport, Extracellular",6578,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
573,PROt4_2r,Proline transport (sodium symport) (2:1),2 na1[e] + pro_L[e]  <=> 2 na1[c] + pro_L[c] ,-1000,1000,"Transport, Extracellular",6534,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
574,PROtm,"L-proline transport, mitochondrial",pro_L[c]  <=> pro_L[m] ,-1000,1000,"Transport, Mitochondrial",,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
575,PRPPS,phosphoribosylpyrophosphate synthetase,atp[c] + r5p[c]  <=> prpp[c] + h[c] + amp[c] ,-1000,1000,Pentose Phosphate Pathway,5634 or 221823 or 5631,1,0,1,1,0,5,106,0,24,3,,,,,,,,,,,,,,,,,,,,,,,1
576,PUNP1,purine-nucleoside phosphorylase (Adenosine),adn[c] + pi[c]  <=> r1p[c] + ade[c] ,-1000,1000,Nucleotides,4860,0,0,1,1,1,4,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,,1
577,PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),dad_2[c] + pi[c]  <=> 2dr1p[c] + ade[c] ,-1000,1000,Purine Catabolism,4860,0,0,1,1,1,4,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,,1
578,PUNP3,purine-nucleoside phosphorylase (Guanosine),pi[c] + gsn[c]  <=> gua[c] + r1p[c] ,-1000,1000,Purine Catabolism,4860,0,0,1,1,1,4,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,,1
579,PUNP5,purine-nucleoside phosphorylase (Inosine),ins[c] + pi[c]  <=> hxan[c] + r1p[c] ,-1000,1000,Purine Catabolism,4860,1,0,1,1,1,5,106,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,1
580,PUNP6,purine-nucleoside phosphorylase (Deoxyinosine),pi[c] + din[c]  <=> hxan[c] + 2dr1p[c] ,-1000,1000,Purine Catabolism,4860,0,0,1,1,1,4,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,,1
581,PUNP7,purine-nucleoside phosphorylase (Xanthosine),xtsn[c] + pi[c]  <=> r1p[c] + xan[c] ,-1000,1000,Nucleotides,4860,0,0,1,1,1,4,24,14,21,29,0,2,1,3,8,,,,,,,,,,,,,,,,,,1
582,PYK,pyruvate kinase,pep[c] + h[c] + adp[c]  -> pyr[c] + atp[c] ,0,1000,Glycolysis/Gluconeogenesis,5313 or 5315,1,0,1,1,0,5,104,114,118,119,120,121,122,14,23,24,25,11,19,13,21,22,18,29,28,0,32,2,1,3,6,5,1
583,PYNP2r,pyrimidine-nucleoside phosphorylase (uracil),uri[c] + pi[c]  <=> ura[c] + r1p[c] ,-1000,1000,Pyrimidine Catabolism,7378 or 151531,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
584,PYRt2r,pyruvate reversible transport via proton symport,pyr[e] + h[e]  <=> pyr[c] + h[c] ,-1000,1000,"Transport, Extracellular",9194 or 9123,0,0,1,0,0,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
585,RNMK,ribosylnicotinamide kinase,rnam[c] + atp[c]  -> nmn[c] + h[c] + adp[c] ,0,1000,NAD Metabolism,54981,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
586,RPI,ribose-5-phosphate isomerase,r5p[c]  <=> ru5p_D[c] ,-1000,1000,Pentose Phosphate Pathway,22934,0,0,1,1,0,4,8,24,3,,,,,,,,,,,,,,,,,,,,,,,,1
587,SACCD3m,"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial",lys_L[m] + h[m] + akg[m] + nadph[m]  -> h2o[m] + nadp[m] + saccrp_L[m] ,0,1000,Lysine Metabolism,10157,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
588,SACCD4m,"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial",h2o[m] + nadp[m] + saccrp_L[m]  -> L2aadp6sa[m] + glu_L[m] + h[m] + nadph[m] ,0,1000,Lysine Metabolism,10157,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
589,SADT,sulfate adenylyltransferase,so4[c] + atp[c] + h[c]  -> ppi[c] + aps[c] ,0,1000,Nucleotides,9060 or 9061,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
590,SARDHm,Sarcosine dehydrogenase (m),fad[m] + sarcs[m] + thf[m]  -> mlthf[m] + gly[m] + fadh2[m] ,0,1000,Urea cycle/amino group metabolism,1757,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
591,SBTD_D2,D-sorbitol dehydrogenase (D-fructose producing),nad[c] + sbt_D[c]  -> nadh[c] + fru[c] + h[c] ,0,1000,Fructose and Mannose Metabolism,6652,0,0,1,1,0,4,18,3,22,,,,,,,,,,,,,,,,,,,,,,,,1
592,SBTR,D-sorbitol reductase,glc_D[c] + h[c] + nadph[c]  -> nadp[c] + sbt_D[c] ,0,1000,Fructose and Mannose Metabolism,10327 or 8574 or 231,0,0,1,0,1,4,0,24,1,3,22,18,5,,,,,,,,,,,,,,,,,,,,1
593,SERGLNexR,L-Serine/Glutamine reversible exchange,gln_L[c] + ser_L[e]  <=> gln_L[e] + ser_L[c] ,-1000,1000,"Transport, Extracellular",6520 and 56301,0,0,1,0,0,4,20,21,22,,,,,,,,,,,,,,,,,,,,,,,,1
594,SFGTH,S-Formylglutathione hydralase,h2o[c] + Sfglutth[c]  <=> for[c] + h[c] + gthrd[c] ,-1000,1000,Tyrosine metabolism,2098,0,0,1,0,0,4,10,24,2,1,3,,,,,,,,,,,,,,,,,,,,,,1
595,SMPD4,sphingomyelinase,h2o[c] + spc_hs[c]  -> sphings[c] + cholp[c] + h[c] ,0,1000,Sphingolipid Metabolism,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
596,SO4CLtex2,sulfate transport via chloride countertransport (2:1),2 so4[e] + cl[c]  <=> 2 so4[c] + cl[e] ,-1000,1000,"Transport, Extracellular",65010,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
597,SO4HCOtex,sulfate transport via bicarbonate countertransport,so4[e] + 2 hco3[c]  <=> so4[c] + 2 hco3[e] ,-1000,1000,"Transport, Extracellular",284129 or 115111 or 115019 or 1836 or 10861 or 116369 or 1811,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
598,SO4t4_2,sulfate transport via sodium symport,2 na1[e] + so4[e]  <=> 2 na1[c] + so4[c] ,-1000,1000,"Transport, Extracellular",26266,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
599,SO4t4_3,sulfate transport via sodium symport,3 na1[e] + so4[e]  <=> 3 na1[c] + so4[c] ,-1000,1000,"Transport, Extracellular",6561,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
600,SPC_HSt,sphingosylphosphorylcholine transport (diffusion),spc_hs[c]  <=> spc_hs[e] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
601,SPHK21c,sphingosine kinase 2,sphings[c] + atp[c]  -> h[c] + adp[c] + sphs1p[c] ,0,1000,Sphingolipid Metabolism,56848,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
602,SPHS1Pte,sphingosine-1-phosphate transport,sphs1p[c]  <=> sphs1p[e] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
603,SPODM,superoxide dismutase,2 o2s[c] + 2 h[c]  -> o2[c] + h2o2[c] ,0,1000,ROS Detoxification,6647,1,0,1,1,0,5,180,179,204,207,211,0,24,2,1,6,18,,,,,,,,,,,,,,,,1
604,SPODMm,superoxide dismutase,2 o2s[m] + 2 h[m]  -> o2[m] + h2o2[m] ,0,1000,ROS Detoxification,6648,1,0,1,1,0,5,180,179,204,207,211,24,2,1,14,3,8,29,,,,,,,,,,,,,,,1
605,SPODMx,"superoxide dismutase, peroxisome",2 o2s[x] + 2 h[x]  -> o2[x] + h2o2[x] ,0,1000,ROS Detoxification,6647,0,0,1,1,0,4,0,24,2,1,6,18,,,,,,,,,,,,,,,,,,,,,1
606,SRTNt6_2r,Seratonin reversible transport in via sodium symport/potassium antiport (1:2),2 na1[e] + srtn[e] + 2 k[c]  <=> 2 na1[c] + srtn[c] + 2 k[e] ,-1000,1000,"Transport, Extracellular",6532,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
607,SSALxm,succinate-semialdehyde dehydrogenase (NAD) reversible (mitochondrial),h2o[m] + nad[m] + sucsal[m]  -> nadh[m] + 2 h[m] + succ[m] ,0,1000,Glutamate metabolism,7915,0,0,1,1,1,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
608,STS2,Steryl-sulfatase,h2o[c] + estrones[c]  -> so4[c] + estrone[c] + h[c] ,0,1000,Steroid Metabolism,412,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
609,SUCCt2m,"succinate transport, mitochondrial",pi[m] + succ[c]  <=> pi[c] + succ[m] ,-1000,1000,"Transport, Mitochondrial",1468,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
610,SUCCt4_2,succinate transport via sodium symport,2 na1[e] + succ[e]  <=> 2 na1[c] + succ[c] ,-1000,1000,"Transport, Extracellular",9058,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
611,SUCCt4_3,succinate transport via sodium symport,3 na1[e] + succ[e]  <=> 3 na1[c] + succ[c] ,-1000,1000,"Transport, Extracellular",64849,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
612,SUCD1m,succinate dehydrogenase,fad[m] + succ[m]  <=> fadh2[m] + fum[m] ,-1000,1000,Citric Acid Cycle,6392 and 6389 and 6390 and 6391,1,0,1,1,1,5,38,43,50,133,152,209,210,24,21,,,,,,,,,,,,,,,,,,1
613,SUCOAS1m,Succinate--CoA ligase (GDP-forming),gtp[m] + coa[m] + succ[m]  <=> gdp[m] + pi[m] + succoa[m] ,-1000,1000,Citric Acid Cycle,8801 and 8802,0,0,1,1,0,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,1
614,SULFOX,sulfite oxidase,h2o[c] + so3[c] + 2 ficytC[m]  -> so4[c] + 2 focytC[m] + 2 h[c] ,0,1000,Cysteine Metabolism,6821,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
615,TALA,transaldolase,s7p[c] + g3p[c]  <=> f6p[c] + e4p[c] ,-1000,1000,Pentose Phosphate Pathway,6888,0,0,1,1,0,4,24,2,1,3,21,,,,,,,,,,,,,,,,,,,,,,1
616,TCYNTt,Thiocyanate transport via diffusion (cytosol to extracellular),tcynt[c]  -> tcynt[e] ,0,1000,"Transport, Extracellular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
617,TCYNTtm,Thiocyanate transport via diffusion (mitochondrial),tcynt[m]  -> tcynt[c] ,0,1000,"Transport, Mitochondrial",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
618,THBPT4ACAMDASE,Tetrahydrobiopterin-4a-carbinolamine dehydratase,thbpt4acam[c]  -> h2o[c] + dhbpt[c] ,0,1000,Tetrahydrobiopterin,5092,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
619,THFtm,"5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",thf[c]  <=> thf[m] ,-1000,1000,"Transport, Mitochondrial",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
620,THMDt4,thymidine transport in via sodium symport,na1[e] + thymd[e]  -> na1[c] + thymd[c] ,0,1000,"Transport, Extracellular",9154 or 64078,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
621,THMDt5,thymidine transport (1:2 Na/Thymd cotransport),2 na1[e] + thymd[e]  -> 2 na1[c] + thymd[c] ,0,1000,"Transport, Extracellular",64078,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
622,THYMDt1,thymd transport,thymd[e]  -> thymd[c] ,0,1000,"Transport, Extracellular",2030,0,0,1,0,0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
623,THYMt,thymine reversible transport via facilated diffusion,thym[e]  <=> thym[c] ,-1000,1000,"Transport, Extracellular",3177,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
624,TKT1,transketolase,xu5p_D[c] + r5p[c]  <=> s7p[c] + g3p[c] ,-1000,1000,Pentose Phosphate Pathway,7086,1,0,1,0,0,5,205,18,24,22,,,,,,,,,,,,,,,,,,,,,,,1
625,TKT2,transketolase,xu5p_D[c] + e4p[c]  <=> f6p[c] + g3p[c] ,-1000,1000,Pentose Phosphate Pathway,7086,1,0,1,0,0,5,205,18,24,22,,,,,,,,,,,,,,,,,,,,,,,1
626,TMDPP,thymidine phosphorylase,thymd[c] + pi[c]  <=> 2dr1p[c] + thym[c] ,-1000,1000,Pyrimidine Catabolism,1890,1,0,1,1,0,5,85,293,294,295,296,297,298,24,2,1,3,21,29,,,,,,,,,,,,,,1
627,TPI,triose-phosphate isomerase,dhap[c]  <=> g3p[c] ,-1000,1000,Glycolysis/Gluconeogenesis,7167,1,0,1,1,0,5,114,119,120,24,2,11,3,21,29,12,,,,,,,,,,,,,,,,,1
628,TRIOK,triokinase,atp[c] + glyald[c]  -> h[c] + adp[c] + g3p[c] ,0,1000,Fructose and Mannose Metabolism,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
629,TRPHYDRO2,"L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)",trp_L[c] + o2[c] + thbpt[c]  -> 5htrp[c] + thbpt4acam[c] ,0,1000,Tryptophan metabolism,121278 or 7166,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
630,TRPt,L-tryptophan transport,trp_L[e]  <=> trp_L[c] ,-1000,1000,"Transport, Extracellular",117247,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
631,TRPt4,L-tryptophan transport in via sodium symport,trp_L[e] + na1[e]  <=> trp_L[c] + na1[c] ,-1000,1000,"Transport, Extracellular",11254,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
632,TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),o2[c] + h2o[c] + trypta[c]  -> h2o2[c] + nh4[c] + id3acald[c] ,0,1000,Tryptophan metabolism,4128 or 4129,1,0,1,1,1,5,43,45,160,23,24,29,21,,,,,,,,,,,,,,,,,,,,1
633,TSULt4_3,thiosulfate transport via sodium symport,3 na1[e] + tsul[e]  <=> 3 na1[c] + tsul[c] ,-1000,1000,"Transport, Extracellular",6561,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
634,TXA2te,thromboxane A2 transport,txa2[e]  <=> txa2[c] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
635,TXA2tr,thromboxane A2 intracellular transport,txa2[c]  <=> txa2[r] ,-1000,1000,"Transport, Endoplasmic Reticular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
636,TXASr,Thromboxane-A synthase,prostgh2[r]  -> txa2[r] ,0,1000,Eicosanoid Metabolism,6916,1,0,1,1,1,5,76,232,233,234,235,236,237,265,272,309,23,24,30,21,22,,,,,,,,,,,,1
637,TXBS,Thromboxane-B synthase,txa2[c] + h2o[c] + h[c]  -> txb2[c] ,0,1000,Eicosanoid Metabolism,,1,0,0,0,0,5,76,232,233,234,235,236,237,265,272,309,,,,,,,,,,,,,,,,,1
638,TYMSFt,Tyramine O-sulfate transport (diffusion),tymsf[c]  -> tymsf[e] ,0,1000,"Transport, Extracellular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
639,TYMSULT,Tyramine Sulfotransferase,paps[c] + tym[c]  -> pap[c] + tymsf[c] + h[c] ,0,1000,Tyrosine metabolism,6817,1,0,1,0,0,5,38,10,9,2,1,,,,,,,,,,,,,,,,,,,,,,1
640,TYR3MO2,tyrosine 3-monooxygenase,o2[c] + thbpt[c] + tyr_L[c]  -> thbpt4acam[c] + 34dhphe[c] ,0,1000,Tyrosine metabolism,7054,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
641,TYRCBOX,L-Tyrosine carboxy-lyase,tyr_L[c] + h[c]  -> tym[c] + co2[c] ,0,1000,Tyrosine metabolism,1644,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
642,TYRDOPO,Tyrosine:dopa oxidase,o2[c] + 2 tyr_L[c]  -> 2 34dhphe[c] ,0,1000,Tyrosine metabolism,7299,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
643,TYROXDAc,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (cytosol),o2[c] + h2o[c] + tym[c]  -> h2o2[c] + nh4[c] + 4hoxpacd[c] ,0,1000,Tyrosine metabolism,4128 or 4129,1,0,1,1,1,5,44,45,47,48,160,23,24,29,21,,,,,,,,,,,,,,,,,,1
644,TYRTA,tyrosine transaminase,tyr_L[c] + akg[c]  <=> 34hpp[c] + glu_L[c] ,-1000,1000,Tyrosine metabolism,2805,0,0,1,1,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1
645,TYRt,L-tyrosine transport,tyr_L[e]  <=> tyr_L[c] ,-1000,1000,"Transport, Extracellular",117247,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
646,TYRt4,L-tyrosine transport in via sodium symport,na1[e] + tyr_L[e]  <=> na1[c] + tyr_L[c] ,-1000,1000,"Transport, Extracellular",11254,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
647,UDPG4E,UDPglucose 4-epimerase,udpg[c]  <=> udpgal[c] ,-1000,1000,Galactose metabolism,2582,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
648,UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,gal1p[c] + udpg[c]  <=> udpgal[c] + g1p[c] ,-1000,1000,Galactose metabolism,2592,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
649,UMPK,UMP kinase,ump[c] + atp[c]  <=> udp[c] + adp[c] ,-1000,1000,Nucleotides,51727,0,0,1,0,1,4,24,2,1,21,,,,,,,,,,,,,,,,,,,,,,,1
650,UMPK2,UMP kinase (CTP),ump[c] + ctp[c]  <=> cdp[c] + udp[c] ,-1000,1000,Nucleotides,51727,0,0,1,0,1,4,24,2,1,21,,,,,,,,,,,,,,,,,,,,,,,1
651,UMPK3,UMP kinase (UTP),ump[c] + utp[c]  <=> 2 udp[c] ,-1000,1000,Nucleotides,51727,0,0,1,0,1,4,24,2,1,21,,,,,,,,,,,,,,,,,,,,,,,1
652,UMPK4,UMP kinase (GTP),ump[c] + gtp[c]  <=> gdp[c] + udp[c] ,-1000,1000,Nucleotides,51727,0,0,1,0,1,4,24,2,1,21,,,,,,,,,,,,,,,,,,,,,,,1
653,UPP3S,uroporphyrinogen-III synthase,hmbil[c]  -> h2o[c] + uppg3[c] ,0,1000,Heme Biosynthesis,7390,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
654,UPPDC1,uroporphyrinogen decarboxylase (uroporphyrinogen III),uppg3[c] + 4 h[c]  -> 4 co2[c] + cpppg3[c] ,0,1000,Heme Biosynthesis,7389,0,0,1,1,0,4,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,1
655,UPPN,b-ureidopropionase,h2o[c] + 2 h[c] + cala[c]  -> ala_B[c] + nh4[c] + co2[c] ,0,1000,Pyrimidine Catabolism,51733,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
656,URATEt,urate export from cytosol,urate[c]  <=> urate[e] ,-1000,1000,"Transport, Extracellular",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
657,URATEtx,urate export from peroxisome,urate[x]  <=> urate[c] ,-1000,1000,"Transport, Peroxisomal",,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
658,URAt,uracil transport via facilated diffusion,ura[e]  <=> ura[c] ,-1000,1000,"Transport, Extracellular",3177,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1
659,UREAt,Urea transport via facilitate diffusion,urea[e]  <=> urea[c] ,-1000,1000,"Transport, Extracellular",6528 or 8170 or 6563 or 6523,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
660,UREAt5,"urea, water cotransport",urea[e] + h2o[e]  <=> urea[c] + h2o[c] ,-1000,1000,"Transport, Extracellular",6523,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
661,URIK1,uridine kinase (ATP:Uridine),uri[c] + atp[c]  -> ump[c] + h[c] + adp[c] ,0,1000,Pyrimidine Biosynthesis,83549,0,0,1,0,0,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,1
662,URIt,uridine facilated transport in cytosol,uri[e]  <=> uri[c] ,-1000,1000,"Transport, Extracellular",2030,0,0,1,0,0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,1
